query,ref_match,ref_match_id
Digestive System Disorder,digestive system disease,EFO:0000405
dilated cardiomyopathy,dilated cardiomyopathy,EFO:0000407
Cardiomyopathie dilatée,dilated cardiomyopathy,EFO:0000407
dilated cardiomyopathy,dilated cardiomyopathy,EFO:0000407
dilated cardiomyopathy,dilated cardiomyopathy,EFO:0000407
Dilated Cardiomyopathy,dilated cardiomyopathy,EFO:0000407
disease,disease,EFO:0000408
disease,disease,EFO:0000408
Disease or Disorder,disease,EFO:0000408
disease,disease,EFO:0000408
obsolete dorsal apodeme specific anlage,dorsal apodeme specific anlage,EFO:0000413
ectoderm,obsolete_ectoderm,EFO:0000414
dorsal ectoderm anlage,obsolete_ectoderm,EFO:0000414
obsolete dorsal ectoderm anlage in statu nascendi,dorsal ectoderm anlage in statu nascendi,EFO:0000415
obsolete dorsal ectodermal primordium,dorsal ectoderm primordium,EFO:0000416
wing disc,obsolete_dorsal mesothoracic disc,EFO:0000420
dorsal pharyngeal muscle cell,dorsal prothoracic pharyngeal muscle,EFO:0000423
Duchenne muscular dystrophy,obsolete_Duchenne muscular dystrophy,EFO:0000429
invasive ductal carcinoma,obsolete_ductal breast carcinoma,EFO:0000431
ductal carcinoma in situ,breast ductal carcinoma in situ,EFO:0000432
breast ductal carcinoma in situ,breast ductal carcinoma in situ,EFO:0000432
ductal breast carcinoma in situ,breast ductal carcinoma in situ,EFO:0000432
Breast Ductal Carcinoma In Situ,breast ductal carcinoma in situ,EFO:0000432
obsolete ectoderm anlage in statu nascendi,ectoderm anlage in statu nascendi,EFO:0000435
plant embryo,obsolete_plant embryo,EFO:0000436
plant embryo,obsolete_plant embryo,EFO:0000436
embryonal rhabdomyosarcoma,embryonal rhabdomyosarcoma,EFO:0000437
embryonal rhabdomyosarcoma,embryonal rhabdomyosarcoma,EFO:0000437
Embriyonel rabdomyosarkom,embryonal rhabdomyosarcoma,EFO:0000437
embryonal rhabdomyosarcoma,embryonal rhabdomyosarcoma,EFO:0000437
Embryonal Rhabdomyosarcoma,embryonal rhabdomyosarcoma,EFO:0000437
presumptive embryonic/larval central nervous system,embryonic central nervous system,EFO:0000447
FBbt_00001719,embryonic corpus allatum,EFO:0000448
FBbt_00001720,embryonic corpus cardiacum,EFO:0000449
FBbt_00005625,embryonic cuprophilic cell,EFO:0000450
Emery-Dreifuss muscular dystrophy,obsolete_Emery-Dreifuss muscular dystrophy,EFO:0000463
pulmonary emphysema,emphysema,EFO:0000464
pulmonary emphysema,emphysema,EFO:0000464
Pulmonary Emphysema,emphysema,EFO:0000464
endocarditis,endocarditis,EFO:0000465
Endocardite,endocarditis,EFO:0000465
endocarditis,endocarditis,EFO:0000465
Endocarditis,endocarditis,EFO:0000465
endometrioid carcinoma,endometrioid carcinoma,EFO:0000466
endometrioid adenocarcinoma,endometrioid carcinoma,EFO:0000466
Endometrioid Adenocarcinoma,endometrioid carcinoma,EFO:0000466
epilepsy,epilepsy,EFO:0000474
epilepsy,epilepsy,EFO:0000474
Seizure Disorder,epilepsy,EFO:0000474
epithelial cell of lung,obsolete_epithelial cell of lung,EFO:0000476
esophagus adenocarcinoma,esophageal adenocarcinoma,EFO:0000478
esophageal adenocarcinoma,esophageal adenocarcinoma,EFO:0000478
esophageal adenocarcinoma,esophageal adenocarcinoma,EFO:0000478
Esophageal Adenocarcinoma,esophageal adenocarcinoma,EFO:0000478
essential thrombocythemia,essential thrombocythemia,EFO:0000479
essential thrombocythemia,essential thrombocythemia,EFO:0000479
essential thrombocythemia,essential thrombocythemia,EFO:0000479
Essential Thrombocythemia,essential thrombocythemia,EFO:0000479
extra-adrenal pheochromocytoma,extra-adrenal sympathetic paraganglioma,EFO:0000489
extra-adrenal sympathetic paraganglioma,extra-adrenal sympathetic paraganglioma,EFO:0000489
Extra-Adrenal Sympathetic Paraganglioma,extra-adrenal sympathetic paraganglioma,EFO:0000489
facioscapulohumeral muscular dystrophy,obsolete_facioscapulohumeral muscular dystrophy,EFO:0000491
familial combined hyperlipidemia,obsolete_familial combined hyperlipidemia,EFO:0000492
fetal growth restriction,fetal growth restriction,EFO:0000495
Fetus Small for Gestational Age,fetal growth restriction,EFO:0000495
fibromatosis,fibromatosis,EFO:0000497
fibromatosis,fibromatosis,EFO:0000497
Fibromatosis,fibromatosis,EFO:0000497
thyroid adenoma,follicular thyroid adenoma,EFO:0000499
follicular adenoma,follicular thyroid adenoma,EFO:0000499
follicular thyroid adenoma,follicular thyroid adenoma,EFO:0000499
Adenom štítné žlázy,follicular thyroid adenoma,EFO:0000499
follicular thyroid adenoma,follicular thyroid adenoma,EFO:0000499
Thyroid Gland Follicular Adenoma,follicular thyroid adenoma,EFO:0000499
ganglioneuroma,ganglioneuroma,EFO:0000500
ganglioneuroma,ganglioneuroma,EFO:0000500
Ganglioneurom,ganglioneuroma,EFO:0000500
ganglioneuroma,ganglioneuroma,EFO:0000500
Ganglioneuroma,ganglioneuroma,EFO:0000500
thyroid gland follicular carcinoma,follicular thyroid carcinoma,EFO:0000501
follicular thyroid carcinoma,follicular thyroid carcinoma,EFO:0000501
Carcinoma folicular de tiroides,follicular thyroid carcinoma,EFO:0000501
thyroid gland follicular carcinoma,follicular thyroid carcinoma,EFO:0000501
Thyroid Gland Adenocarcinoma,follicular thyroid carcinoma,EFO:0000501
Thyroid Gland Follicular Carcinoma,follicular thyroid carcinoma,EFO:0000501
ganglioneuroblastoma,ganglioneuroblastoma,EFO:0000502
ganglioneuroblastoma,ganglioneuroblastoma,EFO:0000502
Ganglioneuroblastom,ganglioneuroblastoma,EFO:0000502
ganglioneuroblastoma,ganglioneuroblastoma,EFO:0000502
Ganglioneuroblastoma,ganglioneuroblastoma,EFO:0000502
gastric adenocarcinoma,gastric adenocarcinoma,EFO:0000503
gastric adenocarcinoma,gastric adenocarcinoma,EFO:0000503
gastric adenocarcinoma,gastric adenocarcinoma,EFO:0000503
Gastric Adenocarcinoma,gastric adenocarcinoma,EFO:0000503
gastric intestinal type adenocarcinoma,gastric intestinal type adenocarcinoma,EFO:0000504
gastric intestinal type adenocarcinoma,gastric intestinal type adenocarcinoma,EFO:0000504
Gastric Intestinal-Type Adenocarcinoma,gastric intestinal type adenocarcinoma,EFO:0000504
gastrointestinal stromal tumor,obsolete_gastrointestinal stromal tumor,EFO:0000505
genetic disease,genetic disorder,EFO:0000508
hereditary disease,genetic disorder,EFO:0000508
Genetic Disorder,genetic disorder,EFO:0000508
reproductive system disease,reproductive system disease,EFO:0000512
reproductive system disorder,reproductive system disease,EFO:0000512
Reproductive System Disorder,reproductive system disease,EFO:0000512
germ cell cancer,germ cell tumor,EFO:0000514
embryonal cancer,germ cell tumor,EFO:0000514
germ cell tumor,germ cell tumor,EFO:0000514
germ cell tumor,germ cell tumor,EFO:0000514
Germ Cell Tumor,germ cell tumor,EFO:0000514
giant cell glioblastoma,obsolete_brain tumor glioblastoma,EFO:0000515
glaucoma,obsolete_glaucoma,EFO:0000516
obsolete glial cell (sensu Vertebrata),obsolete_glial cell (sensu Vertebrata),EFO:0000518
glioblastoma,glioblastoma multiforme,EFO:0000519
Glioblastoma multiforme,glioblastoma multiforme,EFO:0000519
Glioblastoma,glioblastoma multiforme,EFO:0000519
glioblastoma,glioblastoma multiforme,EFO:0000519
Glioblastoma,glioblastoma multiforme,EFO:0000519
hematopoietic stem cell,obsolete_hemopoietic progenitor cell,EFO:0000526
hereditary spastic paraplegia,obsolete_hereditary spastic paraplegia,EFO:0000529
Huntington's disease,obsolete_Huntington's disease,EFO:0000533
hyperplasia,hyperplasia,EFO:0000536
Hyperplasia,hyperplasia,EFO:0000536
hypertension,hypertension,EFO:0000537
Hipertansiyon,hypertension,EFO:0000537
hypertensive disorder,hypertension,EFO:0000537
Hypertension,hypertension,EFO:0000537
hypertrophic cardiomyopathy,hypertrophic cardiomyopathy,EFO:0000538
Cardiomyopathie hypertrophique,hypertrophic cardiomyopathy,EFO:0000538
hypertrophic cardiomyopathy,hypertrophic cardiomyopathy,EFO:0000538
Hypertrophic Cardiomyopathy,hypertrophic cardiomyopathy,EFO:0000538
immune system disease,immune system disease,EFO:0000540
immune system disorder,immune system disease,EFO:0000540
Immune System Disorder,immune system disease,EFO:0000540
infertility,infertility,EFO:0000545
infertility disorder,infertility,EFO:0000545
Infertility,infertility,EFO:0000545
injury,injury,EFO:0000546
Injury,injury,EFO:0000546
pancreatic insulin-producing neuroendocrine tumor,insulinoma,EFO:0000549
Pancreatic Insulin-Producing Neuroendocrine Tumor,insulinoma,EFO:0000549
invasive breast ductal and lobular carcinoma,invasive breast ductal and lobular carcinoma,EFO:0000552
invasive ductal and lobular carcinoma,invasive breast ductal and lobular carcinoma,EFO:0000552
Invasive Breast Ductal Carcinoma and Lobular Carcinoma,invasive breast ductal and lobular carcinoma,EFO:0000552
invasive lobular carcinoma,invasive lobular carcinoma,EFO:0000553
invasive lobular carcinoma,invasive lobular carcinoma,EFO:0000553
invasive lobular breast carcinoma,invasive lobular carcinoma,EFO:0000553
Invasive Breast Lobular Carcinoma,invasive lobular carcinoma,EFO:0000553
irritable bowel syndrome,irritable bowel syndrome,EFO:0000555
irritable bowel syndrome,irritable bowel syndrome,EFO:0000555
Irritable Bowel Syndrome,irritable bowel syndrome,EFO:0000555
ischemia,ischemia,EFO:0000556
childhood type dermatomyositis,juvenile dermatomyositis,EFO:0000557
juvenile dermatomyositis,juvenile dermatomyositis,EFO:0000557
Childhood Dermatomyositis,juvenile dermatomyositis,EFO:0000557
Kaposi's sarcoma,Kaposi's sarcoma,EFO:0000558
Kaposi's sarcoma,Kaposi's sarcoma,EFO:0000558
Kapos 肉腫,Kaposi's sarcoma,EFO:0000558
Kaposi's sarcoma,Kaposi's sarcoma,EFO:0000558
Kaposi Sarcoma,Kaposi's sarcoma,EFO:0000558
keratinizing squamous cell carcinoma,keratinizing squamous cell carcinoma,EFO:0000559
keratinizing squamous cell carcinoma,keratinizing squamous cell carcinoma,EFO:0000559
keratinizing squamous cell carcinoma,keratinizing squamous cell carcinoma,EFO:0000559
Keratinizing Squamous Cell Carcinoma,keratinizing squamous cell carcinoma,EFO:0000559
large cell neuroendocrine carcinoma,large cell neuroendocrine carcinoma,EFO:0000563
large cell neuroendocrine carcinoma,large cell neuroendocrine carcinoma,EFO:0000563
large cell neuroendocrine carcinoma,large cell neuroendocrine carcinoma,EFO:0000563
Large Cell Neuroendocrine Carcinoma,large cell neuroendocrine carcinoma,EFO:0000563
leiomyosarcoma,leiomyosarcoma,EFO:0000564
leiomyosarcoma,leiomyosarcoma,EFO:0000564
leiomyosarcoma,leiomyosarcoma,EFO:0000564
Leiomyosarcoma,leiomyosarcoma,EFO:0000564
leukemia,leukemia,EFO:0000565
leukemia,leukemia,EFO:0000565
Leucemia,leukemia,EFO:0000565
leukemia,leukemia,EFO:0000565
Leukemia,leukemia,EFO:0000565
liposarcoma,liposarcoma,EFO:0000569
liposarcoma,liposarcoma,EFO:0000569
liposarcoma,liposarcoma,EFO:0000569
Liposarcoma,liposarcoma,EFO:0000569
invasive lobular carcinoma,obsolete_lobular breast carcinoma,EFO:0000570
lung adenocarcinoma,lung adenocarcinoma,EFO:0000571
lung adenocarcinoma,lung adenocarcinoma,EFO:0000571
non-small cell lung adenocarcinoma,lung adenocarcinoma,EFO:0000571
lung adenocarcinoma,lung adenocarcinoma,EFO:0000571
Lung Adenocarcinoma,lung adenocarcinoma,EFO:0000571
lymphoblast,lymphoblast,EFO:0000572
lymphoma,lymphoma,EFO:0000574
lymphoma,lymphoma,EFO:0000574
lymphoma,lymphoma,EFO:0000574
Lymphoma,lymphoma,EFO:0000574
breast medullary carcinoma,medullary breast carcinoma,EFO:0000580
medullary breast carcinoma,medullary breast carcinoma,EFO:0000580
medullary breast carcinoma,medullary breast carcinoma,EFO:0000580
Breast Medullary Carcinoma,medullary breast carcinoma,EFO:0000580
meningitis,infectious meningitis,EFO:0000584
Menenjit,infectious meningitis,EFO:0000584
infectious meningitis,infectious meningitis,EFO:0000584
Infectious Meningitis,infectious meningitis,EFO:0000584
mesenchymal stem cell,mesenchymal stem cell,EFO:0000586
mesothelioma,mesothelioma,EFO:0000588
mesothelioma,mesothelioma,EFO:0000588
Mesothelioma,mesothelioma,EFO:0000588
disease of metabolism,metabolic disease,EFO:0000589
metabolic disease,metabolic disease,EFO:0000589
Metabolic Disorder,metabolic disease,EFO:0000589
mitochondrial metabolism disease,obsolete_mitochondrial disorder,EFO:0000591
monophasic synovial sarcoma,monophasic synovial sarcoma,EFO:0000595
monophasic synovial sarcoma,monophasic synovial sarcoma,EFO:0000595
monophasic synovial sarcoma,monophasic synovial sarcoma,EFO:0000595
Monophasic Synovial Sarcoma,monophasic synovial sarcoma,EFO:0000595
motoneuron,obsolete_motoneuron,EFO:0000596
motor neuron,obsolete_motoneuron,EFO:0000596
myocardial infarction,myocardial infarction,EFO:0000612
Infarctus du myocarde,myocardial infarction,EFO:0000612
myocardial infarction,myocardial infarction,EFO:0000612
Myocardial Infarction,myocardial infarction,EFO:0000612
myxoid liposarcoma,myxoid liposarcoma,EFO:0000613
mixed-type liposarcoma,myxoid liposarcoma,EFO:0000613
myxoid liposarcoma,myxoid liposarcoma,EFO:0000613
myxoid liposarcoma,myxoid liposarcoma,EFO:0000613
Myxoid Liposarcoma,myxoid liposarcoma,EFO:0000613
narcolepsy,obsolete_narcolepsy with cataplexy,EFO:0000614
disease of cellular proliferation,neoplasm,EFO:0000616
neoplasm,neoplasm,EFO:0000616
Neoplasia,neoplasm,EFO:0000616
neoplasm,neoplasm,EFO:0000616
Neoplasm,neoplasm,EFO:0000616
neuron,obsolete_nerve cell,EFO:0000617
nervous system disease,nervous system disease,EFO:0000618
nervous system disorder,nervous system disease,EFO:0000618
Nervous System Disorder,nervous system disease,EFO:0000618
neuroblastoma,neuroblastoma,EFO:0000621
neuroblastoma,neuroblastoma,EFO:0000621
Neuroblastoma,neuroblastoma,EFO:0000621
neurofibroma,neurofibroma,EFO:0000622
mixed oligodendroglioma-astrocytoma,oligoastrocytoma,EFO:0000630
oligoastrocytoma,oligoastrocytoma,EFO:0000630
oligoastrocytoma,oligoastrocytoma,EFO:0000630
Oligoastrocytoma,oligoastrocytoma,EFO:0000630
mixed oligodendroglioma-astrocytoma,obsolete_oligoastroglioma,EFO:0000631
oligodendroglioma,oligodendroglioma,EFO:0000632
oligodendroglioma,oligodendroglioma,EFO:0000632
Oligodendroglioma,oligodendroglioma,EFO:0000632
osteosarcoma,osteosarcoma,EFO:0000637
osteosarcoma,osteosarcoma,EFO:0000637
Osteosarcoma,osteosarcoma,EFO:0000637
osteosarcoma,osteosarcoma,EFO:0000637
Osteosarcoma,osteosarcoma,EFO:0000637
papillary cystadenocarcinoma,papillary cystadenocarcinoma,EFO:0000639
papillary cystadenocarcinoma,papillary cystadenocarcinoma,EFO:0000639
papillary cystadenocarcinoma,papillary cystadenocarcinoma,EFO:0000639
Papillary Cystadenocarcinoma,papillary cystadenocarcinoma,EFO:0000639
papillary renal cell carcinoma,papillary renal cell carcinoma,EFO:0000640
papillary renal cell carcinoma,papillary renal cell carcinoma,EFO:0000640
papillary renal cell carcinoma,papillary renal cell carcinoma,EFO:0000640
Papillary Renal Cell Carcinoma,papillary renal cell carcinoma,EFO:0000640
thyroid gland papillary carcinoma,papillary thyroid carcinoma,EFO:0000641
papillary thyroid carcinoma,papillary thyroid carcinoma,EFO:0000641
Cancer papillaire de la thyroïde,papillary thyroid carcinoma,EFO:0000641
thyroid gland papillary carcinoma,papillary thyroid carcinoma,EFO:0000641
Thyroid Gland Papillary Carcinoma,papillary thyroid carcinoma,EFO:0000641
periodontitis,periodontitis,EFO:0000649
periodontosis,periodontitis,EFO:0000649
periodontitis,periodontitis,EFO:0000649
Periodontitis,periodontitis,EFO:0000649
pertussis,whooping cough,EFO:0000650
pertussis,whooping cough,EFO:0000650
Whooping Cough,whooping cough,EFO:0000650
phyllodes tumor,phyllodes tumor,EFO:0000653
phyllodes tumor,phyllodes tumor,EFO:0000653
Phyllodes Tumor,phyllodes tumor,EFO:0000653
plexiform neurofibroma,plexiform neurofibroma,EFO:0000658
polycystic ovary syndrome,polycystic ovary syndrome,EFO:0000660
polycystic ovary syndrome,polycystic ovary syndrome,EFO:0000660
Polycystic Ovary Syndrome,polycystic ovary syndrome,EFO:0000660
polymorphonuclear leukocyte,obsolete_polymorphonuclear leukocyte,EFO:0000661
polyp,polyp,EFO:0000662
Polyp,polyp,EFO:0000662
porphyria,obsolete_porphyria,EFO:0000665
portal hypertension,portal hypertension,EFO:0000666
portal hypertension,portal hypertension,EFO:0000666
Portal Hypertension,portal hypertension,EFO:0000666
pre-eclampsia,preeclampsia,EFO:0000668
preeclampsia,preeclampsia,EFO:0000668
Preeclampsia,preeclampsia,EFO:0000668
progeria,obsolete_progeria syndrome,EFO:0000671
prostate adenocarcinoma,prostate adenocarcinoma,EFO:0000673
prostate adenocarcinoma,prostate adenocarcinoma,EFO:0000673
prostate adenocarcinoma,prostate adenocarcinoma,EFO:0000673
Prostate Adenocarcinoma,prostate adenocarcinoma,EFO:0000673
psoriasis,psoriasis,EFO:0000676
psoriasis,psoriasis,EFO:0000676
Psoriasis,psoriasis,EFO:0000676
disease of mental health,mental or behavioural disorder,EFO:0000677
psychotic disorder,mental or behavioural disorder,EFO:0000677
mental disorder,mental or behavioural disorder,EFO:0000677
Psychiatric Disorder,mental or behavioural disorder,EFO:0000677
pterygium,pterygium,EFO:0000678
pterygium,pterygium,EFO:0000678
pterygium,pterygium,EFO:0000678
Pterygium,pterygium,EFO:0000678
renal cell carcinoma,renal cell carcinoma,EFO:0000681
renal cell carcinoma,renal cell carcinoma,EFO:0000681
Carcinoma de células renales,renal cell carcinoma,EFO:0000681
renal cell carcinoma,renal cell carcinoma,EFO:0000681
Renal Cell Carcinoma,renal cell carcinoma,EFO:0000681
clear cell renal cell carcinoma,obsolete_renal clear cell carcinoma,EFO:0000682
respiratory system disease,respiratory system disease,EFO:0000684
respiratory system disorder,respiratory system disease,EFO:0000684
Respiratory System Disorder,respiratory system disease,EFO:0000684
rheumatoid arthritis,rheumatoid arthritis,EFO:0000685
Artritis reumatoide,rheumatoid arthritis,EFO:0000685
rheumatoid arthritis,rheumatoid arthritis,EFO:0000685
Rheumatoid Arthritis,rheumatoid arthritis,EFO:0000685
sarcoidosis,obsolete_sarcoidosis,EFO:0000690
sarcoma,sarcoma,EFO:0000691
sarcoma,sarcoma,EFO:0000691
sarcoma,sarcoma,EFO:0000691
Sarcoma,sarcoma,EFO:0000691
schizophrenia,obsolete_schizophrenia,EFO:0000692
acoustic neuroma,schwannoma,EFO:0000693
neurilemmoma,schwannoma,EFO:0000693
cellular schwannoma,schwannoma,EFO:0000693
plexiform schwannoma,schwannoma,EFO:0000693
obsolete benign neurilemmoma,schwannoma,EFO:0000693
