benchmark,alignment_id,our_query_id,our_source_original,our_source_normalized,t2t_source_id,t2t_source_original,t2t_source_normalized,our_gold_original,t2t_gold_original,normalized_gold,our_prediction,t2t_prediction,our_status,our_original_graph_relationship,t2t_original_published_classification,ours_recomputed_relationship,t2t_recomputed_relationship,alignment_status
UKBB-EFO,UKBB-EFO::99,99,Other cataract,Other cataract,LawGtEeQHU,Other cataract,Other cataract,EFO:0001059,EFO:0001059,EFO:0001059,MONDO:0005129,MONDO:0005129,mapped,Unrelated,Unrelated,Unrelated,Unrelated,matched
UKBB-EFO,UKBB-EFO::100,100,Cytomegaloviral disease,Cytomegaloviral disease,tZpeAt8gUw,Cytomegaloviral disease,Cytomegaloviral disease,EFO:0001062,EFO:0001062,EFO:0001062,EFO:0001062,EFO:0001062,mapped,Same,Same,Same,Same,matched
UKBB-EFO,UKBB-EFO::101,101,Endometriosis,Endometriosis,27RPsfoqGp,Endometriosis,Endometriosis,EFO:0001065,EFO:0001065,EFO:0001065,EFO:0001065,EFO:0001065,mapped,Same,Same,Same,Same,matched
UKBB-EFO,UKBB-EFO::102,102,Obesity,Obesity,iYBu5K9zCw,Obesity,Obesity,EFO:0001073,EFO:0001073,EFO:0001073,EFO:0001073,EFO:0001073,mapped,Same,Same,Same,Same,matched
UKBB-EFO,UKBB-EFO::103,103,Insulin dependent diabetes mellitus,Insulin dependent diabetes mellitus,rpsjf9xitQ,Insulin dependent diabetes mellitus,Insulin dependent diabetes mellitus,EFO:0001359,EFO:0001359,EFO:0001359,MONDO:0005147,MONDO:0005147,mapped,Unrelated,Unrelated,Unrelated,Unrelated,matched
UKBB-EFO,UKBB-EFO::104,104,Non insulin dependent diabetes mellitus,Non insulin dependent diabetes mellitus,yxydiumNye,Non insulin dependent diabetes mellitus,Non insulin dependent diabetes mellitus,EFO:0001360,EFO:0001360,EFO:0001360,MONDO:0005148,MONDO:0005148,mapped,Unrelated,Unrelated,Unrelated,Unrelated,matched
UKBB-EFO,UKBB-EFO::105,105,Parkinson s disease,Parkinson s disease,goBhA3L7ki,Parkinson s disease,Parkinson s disease,EFO:0002508,EFO:0002508,EFO:0002508,MONDO:0005180,MONDO:0005180,mapped,Unrelated,Unrelated,Unrelated,Unrelated,matched
UKBB-EFO,UKBB-EFO::106,106,Juvenile arthritis,Juvenile arthritis,P6MmuVxj9V,Juvenile arthritis,Juvenile arthritis,EFO:0002609,EFO:0002609,EFO:0002609,EFO:0002609,EFO:0002609,mapped,Same,Same,Same,Same,matched
UKBB-EFO,UKBB-EFO::107,107,Cellulitis,Cellulitis,V6vKgKCWTR,Cellulitis,Cellulitis,EFO:0003035,EFO:0003035,EFO:0003035,EFO:0003035,EFO:0003035,mapped,Same,Same,Same,Same,matched
UKBB-EFO,UKBB-EFO::108,108,Cushing s syndrome,Cushing s syndrome,GbcnFBYdjX,Cushing s syndrome,Cushing s syndrome,EFO:0003099,EFO:0003099,EFO:0003099,EFO:0003099,EFO:0003099,mapped,Same,Same,Same,Same,matched
UKBB-EFO,UKBB-EFO::109,109,Osteomyelitis,Osteomyelitis,R5km9GxBHC,Osteomyelitis,Osteomyelitis,EFO:0003102,EFO:0003102,EFO:0003102,EFO:0003102,EFO:0003102,mapped,Same,Same,Same,Same,matched
UKBB-EFO,UKBB-EFO::110,110,Spina bifida,Spina bifida,qy3u4hhDoW,Spina bifida,Spina bifida,EFO:0003105,EFO:0003105,EFO:0003105,EFO:0003105,EFO:0003105,mapped,Same,Same,Same,Same,matched
UKBB-EFO,UKBB-EFO::111,111,Heart failure,Heart failure,zdLf7sC7QG,Heart failure,Heart failure,EFO:0003144,EFO:0003144,EFO:0003144,EFO:0003144,EFO:0003144,mapped,Same,Same,Same,Same,matched
UKBB-EFO,UKBB-EFO::112,112,Vitamin D deficiency,Vitamin D deficiency,b89zKgf5zy,Vitamin D deficiency,Vitamin D deficiency,EFO:0003762,EFO:0003762,EFO:0003762,EFO:0003762,EFO:0003762,mapped,Same,Same,Same,Same,matched
UKBB-EFO,UKBB-EFO::113,113,Dental caries,Dental caries,FHBfoqZCR6,Dental caries,Dental caries,EFO:0003819,EFO:0003819,EFO:0003819,EFO:0003819,EFO:0003819,mapped,Same,Same,Same,Same,matched
UKBB-EFO,UKBB-EFO::114,114,Migraine,Migraine,YX369hHBti,Migraine,Migraine,EFO:0003821,EFO:0003821,EFO:0003821,MONDO:0005277,MONDO:0005277,mapped,Unrelated,Unrelated,Unrelated,Unrelated,matched
UKBB-EFO,UKBB-EFO::115,115,Pulmonary embolism,Pulmonary embolism,8tnhndmViz,Pulmonary embolism,Pulmonary embolism,EFO:0003827,EFO:0003827,EFO:0003827,EFO:0003827,EFO:0003827,mapped,Same,Same,Same,Same,matched
UKBB-EFO,UKBB-EFO::116,116,Other peripheral vascular diseases,Other peripheral vascular diseases,7uyUUSsGyX,Other peripheral vascular diseases,Other peripheral vascular diseases,EFO:0003875,EFO:0003875,EFO:0003875,EFO:0003875,EFO:0003875,mapped,Same,Same,Same,Same,matched
UKBB-EFO,UKBB-EFO::117,117,Multiple sclerosis,Multiple sclerosis,KAmN4jN83X,Multiple sclerosis,Multiple sclerosis,EFO:0003885,EFO:0003885,EFO:0003885,MONDO:0005301,MONDO:0005301,mapped,Unrelated,Unrelated,Unrelated,Unrelated,matched
UKBB-EFO,UKBB-EFO::118,118,Acne,Acne,JALrUDq6NL,Acne,Acne,EFO:0003894,EFO:0003894,EFO:0003894,EFO:0003894,EFO:0003894,mapped,Same,Same,Same,Same,matched
UKBB-EFO,UKBB-EFO::119,119,Ankylosing spondylitis,Ankylosing spondylitis,6vNv7C38sf,Ankylosing spondylitis,Ankylosing spondylitis,EFO:0003898,EFO:0003898,EFO:0003898,EFO:0003898,EFO:0003898,mapped,Same,Same,Same,Same,matched
UKBB-EFO,UKBB-EFO::120,120,Angina pectoris,Angina pectoris,vnnyMMpZm8,Angina pectoris,Angina pectoris,EFO:0003913,EFO:0003913,EFO:0003913,EFO:0003913,EFO:0003913,mapped,Same,Same,Same,Same,matched
UKBB-EFO,UKBB-EFO::121,121,Atherosclerosis,Atherosclerosis,iHciUedq2t,Atherosclerosis,Atherosclerosis,EFO:0003914,EFO:0003914,EFO:0003914,EFO:0003914,EFO:0003914,mapped,Same,Same,Same,Same,matched
UKBB-EFO,UKBB-EFO::122,122,Gastro oesophageal reflux disease,Gastro oesophageal reflux disease,FDnehhGaPA,Gastro oesophageal reflux disease,Gastro oesophageal reflux disease,EFO:0003948,EFO:0003948,EFO:0003948,EFO:0003948,EFO:0003948,mapped,Same,Same,Same,Same,matched
UKBB-EFO,UKBB-EFO::123,123,Sunburn,Sunburn,8GtXz4iN74,Sunburn,Sunburn,EFO:0003958,EFO:0003958,EFO:0003958,EFO:0003958,EFO:0003958,mapped,Same,Same,Same,Same,matched
UKBB-EFO,UKBB-EFO::124,124,Cleft lip,Cleft lip,gUqd2krW6Z,Cleft lip,Cleft lip,EFO:0003959,EFO:0003959,EFO:0003959,EFO:0003959,EFO:0003959,mapped,Same,Same,Same,Same,matched
UKBB-EFO,UKBB-EFO::125,125,Androgenic alopecia,Androgenic alopecia,fTv7v6ZCYt,Androgenic alopecia,Androgenic alopecia,EFO:0004191,EFO:0004191,EFO:0004191,EFO:0004191,EFO:0004191,mapped,Same,Same,Same,Same,matched
UKBB-EFO,UKBB-EFO::126,126,Alopecia areata,Alopecia areata,vPxqqRZnaN,Alopecia areata,Alopecia areata,EFO:0004192,EFO:0004192,EFO:0004192,EFO:0004192,EFO:0004192,mapped,Same,Same,Same,Same,matched
UKBB-EFO,UKBB-EFO::127,127,Vitiligo,Vitiligo,zkPgwfmzhj,Vitiligo,Vitiligo,EFO:0004208,EFO:0004208,EFO:0004208,EFO:0004208,EFO:0004208,mapped,Same,Same,Same,Same,matched
UKBB-EFO,UKBB-EFO::128,128,Hypospadias,Hypospadias,zyVYvW39DB,Hypospadias,Hypospadias,EFO:0004209,EFO:0004209,EFO:0004209,EFO:0004209,EFO:0004209,mapped,Same,Same,Same,Same,matched
UKBB-EFO,UKBB-EFO::129,129,Otosclerosis,Otosclerosis,wnEJAjZ7Bv,Otosclerosis,Otosclerosis,EFO:0004213,EFO:0004213,EFO:0004213,EFO:0004213,EFO:0004213,mapped,Same,Same,Same,Same,matched
UKBB-EFO,UKBB-EFO::130,130,Conduct disorders,Conduct disorders,ZQ5Qwp2zPK,Conduct disorders,Conduct disorders,EFO:0004216,EFO:0004216,EFO:0004216,EFO:0004216,EFO:0004216,mapped,Same,Same,Same,Same,matched
UKBB-EFO,UKBB-EFO::131,131,Male infertility,Male infertility,JUtbiaXb4h,Male infertility,Male infertility,EFO:0004248,EFO:0004248,EFO:0004248,EFO:0004248,EFO:0004248,mapped,Same,Same,Same,Same,matched
UKBB-EFO,UKBB-EFO::132,132,Meningococcal infection,Meningococcal infection,jT2jnkfRRx,Meningococcal infection,Meningococcal infection,EFO:0004249,EFO:0004249,EFO:0004249,EFO:0004249,EFO:0004249,mapped,Same,Same,Same,Same,matched
UKBB-EFO,UKBB-EFO::133,133,Calculus of kidney and ureter,Calculus of kidney and ureter,bWYLqCciyw,Calculus of kidney and ureter,Calculus of kidney and ureter,EFO:0004253,EFO:0004253,EFO:0004253,MONDO:0024647,EFO:0004253,mapped,More General,Same,More General,Same,matched
UKBB-EFO,UKBB-EFO::134,134,Nephrotic syndrome,Nephrotic syndrome,V9aKGWKhsx,Nephrotic syndrome,Nephrotic syndrome,EFO:0004255,EFO:0004255,EFO:0004255,EFO:0004255,EFO:0004255,mapped,Same,Same,Same,Same,matched
UKBB-EFO,UKBB-EFO::135,135,Osteonecrosis,Osteonecrosis,JHePyhnAqE,Osteonecrosis,Osteonecrosis,EFO:0004259,EFO:0004259,EFO:0004259,EFO:0004259,EFO:0004259,mapped,Same,Same,Same,Same,matched
UKBB-EFO,UKBB-EFO::136,136,Paget s disease of bone,Paget s disease of bone,97iXotGBnb,Paget s disease of bone,Paget s disease of bone,EFO:0004261,EFO:0004261,EFO:0004261,EFO:0004261,EFO:0004261,mapped,Same,Same,Same,Same,matched
UKBB-EFO,UKBB-EFO::137,137,Other anaemias,Other anaemias,GgxoKCkRT9,Other anaemias,Other anaemias,EFO:0004272,EFO:0004272,EFO:0004272,MONDO:0002280,HP:0001915,mapped,Unrelated,More Specific,Unrelated,More Specific,matched
UKBB-EFO,UKBB-EFO::138,138,Gout,Gout,E4NTZLYN6v,Gout,Gout,EFO:0004274,EFO:0004274,EFO:0004274,EFO:0004274,EFO:0004274,mapped,Same,Same,Same,Same,matched
UKBB-EFO,UKBB-EFO::139,139,Diabetes mellitus in pregnancy,Diabetes mellitus in pregnancy,QWE5rdx5CA,Diabetes mellitus in pregnancy,Diabetes mellitus in pregnancy,EFO:0004593,EFO:0004593,EFO:0004593,EFO:0004593,EFO:0004593,mapped,Same,Same,Same,Same,matched
UKBB-EFO,UKBB-EFO::140,140,Duodenal ulcer,Duodenal ulcer,Zu6fTuCqkE,Duodenal ulcer,Duodenal ulcer,EFO:0004607,EFO:0004607,EFO:0004607,EFO:0004607,EFO:0004607,mapped,Same,Same,Same,Same,matched
UKBB-EFO,UKBB-EFO::141,141,Cholelithiasis,Cholelithiasis,gJc58zmdSS,Cholelithiasis,Cholelithiasis,EFO:0004799,EFO:0004799,EFO:0004799,EFO:0004799,EFO:0004799,mapped,Same,Same,Same,Same,matched
UKBB-EFO,UKBB-EFO::142,142,Leishmaniasis,Leishmaniasis,ewzSXcxGoZ,Leishmaniasis,Leishmaniasis,EFO:0005044,EFO:0005044,EFO:0005044,EFO:0005044,EFO:0005044,mapped,Same,Same,Same,Same,matched
UKBB-EFO,UKBB-EFO::143,143,Eating disorders,Eating disorders,ZD7xSpmkMX,Eating disorders,Eating disorders,EFO:0005203,EFO:0005203,EFO:0005203,EFO:0005203,EFO:0005203,mapped,Same,Same,Same,Same,matched
UKBB-EFO,UKBB-EFO::144,144,Hypotension,Hypotension,BwcRKgEop3,Hypotension,Hypotension,EFO:0005251,EFO:0005251,EFO:0005251,EFO:0005251,EFO:0005251,mapped,Same,Same,Same,Same,matched
UKBB-EFO,UKBB-EFO::145,145,Unspecified contact dermatitis,Unspecified contact dermatitis,rS2apQ6eRV,Unspecified contact dermatitis,Unspecified contact dermatitis,EFO:0005319,EFO:0005319,EFO:0005319,EFO:0005319,EFO:0005319,mapped,Same,Same,Same,Same,matched
UKBB-EFO,UKBB-EFO::146,146,Schizoaffective disorders,Schizoaffective disorders,iransn6DhY,Schizoaffective disorders,Schizoaffective disorders,EFO:0005411,EFO:0005411,EFO:0005411,EFO:0005411,EFO:0005411,mapped,Same,Same,Same,Same,matched
UKBB-EFO,UKBB-EFO::147,147,Urticaria,Urticaria,9ejZ8HbTzW,Urticaria,Urticaria,EFO:0005531,EFO:0005531,EFO:0005531,EFO:0005531,EFO:0005531,mapped,Same,Same,Same,Same,matched
UKBB-EFO,UKBB-EFO::148,148,Seborrhoeic keratosis,Seborrhoeic keratosis,EoSWSBZtsU,Seborrhoeic keratosis,Seborrhoeic keratosis,EFO:0005584,EFO:0005584,EFO:0005584,EFO:0005584,EFO:0005584,mapped,Same,Same,Same,Same,matched
UKBB-EFO,UKBB-EFO::149,149,Shigellosis,Shigellosis,zDdeGnxqxn,Shigellosis,Shigellosis,EFO:0005585,EFO:0005585,EFO:0005585,EFO:0005585,EFO:0005585,mapped,Same,Same,Same,Same,matched
UKBB-EFO,UKBB-EFO::150,150,Other vitamin deficiencies,Other vitamin deficiencies,UEfS254QLw,Other vitamin deficiencies,Other vitamin deficiencies,EFO:0005878,EFO:0005878,EFO:0005878,EFO:0005878,EFO:0003762,mapped,Same,More Specific,Same,More Specific,matched
UKBB-EFO,UKBB-EFO::151,151,Zoster,Zoster,dXQaGP5fAS,Zoster,Zoster,EFO:0006510,EFO:0006510,EFO:0006510,EFO:0006510,EFO:0006510,mapped,Same,Same,Same,Same,matched
UKBB-EFO,UKBB-EFO::152,152,Pyoderma gangrenosum,Pyoderma gangrenosum,ZN9WoyhfgW,Pyoderma gangrenosum,Pyoderma gangrenosum,EFO:0006835,EFO:0006835,EFO:0006835,EFO:0006835,EFO:0006835,mapped,Same,Same,Same,Same,matched
UKBB-EFO,UKBB-EFO::153,153,Decubitus ulcer,Decubitus ulcer,Ncs4qEpd88,Decubitus ulcer,Decubitus ulcer,EFO:0007067,EFO:0007067,EFO:0007067,EFO:0007067,EFO:0007067,mapped,Same,Same,Same,Same,matched
UKBB-EFO,UKBB-EFO::154,154,Actinomycosis,Actinomycosis,zs4KdWqBkX,Actinomycosis,Actinomycosis,EFO:0007128,EFO:0007128,EFO:0007128,EFO:0007128,EFO:0007128,mapped,Same,Same,Same,Same,matched
UKBB-EFO,UKBB-EFO::155,155,Amoebiasis,Amoebiasis,HVadFQuhfp,Amoebiasis,Amoebiasis,EFO:0007144,EFO:0007144,EFO:0007144,EFO:0007144,EFO:0007144,mapped,Same,Same,Same,Same,matched
UKBB-EFO,UKBB-EFO::156,156,Unspecified appendicitis,Unspecified appendicitis,imCfxUwNyC,Unspecified appendicitis,Unspecified appendicitis,EFO:0007149,EFO:0007149,EFO:0007149,EFO:0007149,EFO:0007149,mapped,Same,Same,Same,Same,matched
UKBB-EFO,UKBB-EFO::157,157,Ascariasis,Ascariasis,J9FMBBUUUD,Ascariasis,Ascariasis,EFO:0007154,EFO:0007154,EFO:0007154,EFO:0007154,EFO:0007154,mapped,Same,Same,Same,Same,matched
UKBB-EFO,UKBB-EFO::158,158,Aspergillosis,Aspergillosis,ZxJWkju6ck,Aspergillosis,Aspergillosis,EFO:0007157,EFO:0007157,EFO:0007157,EFO:0007157,EFO:0007157,mapped,Same,Same,Same,Same,matched
UKBB-EFO,UKBB-EFO::159,159,Varicella,Varicella,RqXGZ2Z3ML,Varicella,Varicella,EFO:0007204,EFO:0007204,EFO:0007204,EFO:0007204,EFO:0007204,mapped,Same,Same,Same,Same,matched
UKBB-EFO,UKBB-EFO::160,160,Cryptococcosis,Cryptococcosis,c9kF9qV7RB,Cryptococcosis,Cryptococcosis,EFO:0007229,EFO:0007229,EFO:0007229,EFO:0007229,EFO:0007229,mapped,Same,Same,Same,Same,matched
UKBB-EFO,UKBB-EFO::161,161,Echinococcosis,Echinococcosis,5taxKte9Nb,Echinococcosis,Echinococcosis,EFO:0007245,EFO:0007245,EFO:0007245,EFO:0007245,EFO:0007245,mapped,Same,Same,Same,Same,matched
UKBB-EFO,UKBB-EFO::162,162,Enterobiasis,Enterobiasis,sUM7Eyuo5G,Enterobiasis,Enterobiasis,EFO:0007254,EFO:0007254,EFO:0007254,EFO:0007254,EFO:0007254,mapped,Same,Same,Same,Same,matched
UKBB-EFO,UKBB-EFO::163,163,Granuloma inguinale,Granuloma inguinale,ZcCcNFKidK,Granuloma inguinale,Granuloma inguinale,EFO:0007291,EFO:0007291,EFO:0007291,EFO:0007291,EFO:0007291,mapped,Same,Same,Same,Same,matched
UKBB-EFO,UKBB-EFO::164,164,Histoplasmosis,Histoplasmosis,FRx3rJTxNj,Histoplasmosis,Histoplasmosis,EFO:0007310,EFO:0007310,EFO:0007310,EFO:0007310,EFO:0007310,mapped,Same,Same,Same,Same,matched
UKBB-EFO,UKBB-EFO::165,165,Infectious mononucleosis,Infectious mononucleosis,Cjeuyew5n9,Infectious mononucleosis,Infectious mononucleosis,EFO:0007326,EFO:0007326,EFO:0007326,EFO:0007326,EFO:0007326,mapped,Same,Same,Same,Same,matched
UKBB-EFO,UKBB-EFO::166,166,Leptospirosis,Leptospirosis,KdhZjBawYX,Leptospirosis,Leptospirosis,EFO:0007344,EFO:0007344,EFO:0007344,EFO:0007344,EFO:0007344,mapped,Same,Same,Same,Same,matched
UKBB-EFO,UKBB-EFO::167,167,Listeriosis,Listeriosis,m24dCobZyz,Listeriosis,Listeriosis,EFO:0007347,EFO:0007347,EFO:0007347,EFO:0007347,EFO:0007347,mapped,Same,Same,Same,Same,matched
UKBB-EFO,UKBB-EFO::168,168,Miliary tuberculosis,Miliary tuberculosis,FJcW4irmxt,Miliary tuberculosis,Miliary tuberculosis,EFO:0007368,EFO:0007368,EFO:0007368,EFO:0007368,EFO:0007368,mapped,Same,Same,Same,Same,matched
UKBB-EFO,UKBB-EFO::169,169,Myiasis,Myiasis,Md6PCxSVT2,Myiasis,Myiasis,EFO:0007389,EFO:0007389,EFO:0007389,EFO:0007389,EFO:0007389,mapped,Same,Same,Same,Same,matched
UKBB-EFO,UKBB-EFO::170,170,Optic neuritis,Optic neuritis,3o6YLctKPi,Optic neuritis,Optic neuritis,EFO:0007405,EFO:0007405,EFO:0007405,EFO:0007405,EFO:0007405,mapped,Same,Same,Same,Same,matched
UKBB-EFO,UKBB-EFO::171,171,Placenta praevia,Placenta praevia,JMUjbfLKvm,Placenta praevia,Placenta praevia,EFO:0007442,EFO:0007442,EFO:0007442,EFO:0007442,EFO:0007442,mapped,Same,Same,Same,Same,matched
UKBB-EFO,UKBB-EFO::172,172,Plasmodium falciparum malaria,Plasmodium falciparum malaria,RwFECEBHpM,Plasmodium falciparum malaria,Plasmodium falciparum malaria,EFO:0007444,EFO:0007444,EFO:0007444,EFO:0007444,EFO:0007444,mapped,Same,Same,Same,Same,matched
UKBB-EFO,UKBB-EFO::173,173,Plasmodium vivax malaria,Plasmodium vivax malaria,Wk5uUFeTEf,Plasmodium vivax malaria,Plasmodium vivax malaria,EFO:0007445,EFO:0007445,EFO:0007445,EFO:0007445,EFO:0007445,mapped,Same,Same,Same,Same,matched
UKBB-EFO,UKBB-EFO::174,174,Acute poliomyelitis,Acute poliomyelitis,V5oxXSfC4T,Acute poliomyelitis,Acute poliomyelitis,EFO:0007450,EFO:0007450,EFO:0007450,EFO:0007450,EFO:0007450,mapped,Same,Same,Same,Same,matched
UKBB-EFO,UKBB-EFO::175,175,Scarlet fever,Scarlet fever,uJwjCqcDXQ,Scarlet fever,Scarlet fever,EFO:0007477,EFO:0007477,EFO:0007477,EFO:0007477,EFO:0007477,mapped,Same,Same,Same,Same,matched
UKBB-EFO,UKBB-EFO::176,176,Strongyloidiasis,Strongyloidiasis,Jbm3LscudE,Strongyloidiasis,Strongyloidiasis,EFO:0007501,EFO:0007501,EFO:0007501,EFO:0007501,EFO:0007501,mapped,Same,Same,Same,Same,matched
UKBB-EFO,UKBB-EFO::177,177,Suppurative and unspecified otitis media,Suppurative and unspecified otitis media,cCh9F4ZRcK,Suppurative and unspecified otitis media,Suppurative and unspecified otitis media,EFO:0007503,EFO:0007503,EFO:0007503,EFO:0007503,EFO:0007503,mapped,Same,Same,Same,Same,matched
UKBB-EFO,UKBB-EFO::178,178,other syphilis,other syphilis,tJgVr7Kigh,other syphilis,other syphilis,EFO:0007504,EFO:0007504,EFO:0007504,EFO:0007504,EFO:0007504,mapped,Same,Same,Same,Same,matched
UKBB-EFO,UKBB-EFO::179,179,Toxoplasmosis,Toxoplasmosis,5Spmyhhhv2,Toxoplasmosis,Toxoplasmosis,EFO:0007517,EFO:0007517,EFO:0007517,EFO:0007517,EFO:0007517,mapped,Same,Same,Same,Same,matched
UKBB-EFO,UKBB-EFO::180,180,Yaws,Yaws,kbzJhNdRKD,Yaws,Yaws,EFO:0007548,EFO:0007548,EFO:0007548,EFO:0007548,EFO:0007548,mapped,Same,Same,Same,Same,matched
UKBB-EFO,UKBB-EFO::181,181,Status epilepticus,Status epilepticus,CmcF4Usyzi,Status epilepticus,Status epilepticus,EFO:0008526,EFO:0008526,EFO:0008526,EFO:0008526,EFO:0008526,mapped,Same,Same,Same,Same,matched
UKBB-EFO,UKBB-EFO::182,182,Fracture of femur,Fracture of femur,KpezWbqebK,Fracture of femur,Fracture of femur,EFO:0008553,EFO:0008553,EFO:0008553,EFO:0008553,EFO:0008553,mapped,Same,Same,Same,Same,matched
UKBB-EFO,UKBB-EFO::183,183,Diaphragmatic hernia,Diaphragmatic hernia,XQ2WZ4X7YB,Diaphragmatic hernia,Diaphragmatic hernia,EFO:0008561,EFO:0008561,EFO:0008561,EFO:0008561,EFO:0008561,mapped,Same,Same,Same,Same,matched
UKBB-EFO,UKBB-EFO::184,184,Niacin deficiency,Niacin deficiency,KQGoR8fir6,Niacin deficiency,Niacin deficiency,EFO:0008570,EFO:0008570,EFO:0008570,EFO:0008570,EFO:0008570,mapped,Same,Same,Same,Same,matched
UKBB-EFO,UKBB-EFO::185,185,Gangrene,Gangrene,ZNcuSeiBVP,Gangrene,Gangrene,EFO:0008574,EFO:0008574,EFO:0008574,EFO:0008574,EFO:0008574,mapped,Same,Same,Same,Same,matched
UKBB-EFO,UKBB-EFO::186,186,Acute myocardial infarction,Acute myocardial infarction,PvSdteghk7,Acute myocardial infarction,Acute myocardial infarction,EFO:0008583,EFO:0008583,EFO:0008583,EFO:0008583,EFO:0008583,mapped,Same,Same,Same,Same,matched
UKBB-EFO,UKBB-EFO::187,187,Subsequent myocardial infarction,Subsequent myocardial infarction,usxtPxM6yz,Subsequent myocardial infarction,Subsequent myocardial infarction,EFO:0008584,EFO:0008584,EFO:0008584,EFO:0008584,EFO:0000612,mapped,Same,More General,Same,More General,matched
UKBB-EFO,UKBB-EFO::188,188,Peritonitis,Peritonitis,EbSfsJTcqf,Peritonitis,Peritonitis,EFO:0008588,EFO:0008588,EFO:0008588,EFO:0008588,EFO:0008588,mapped,Same,Same,Same,Same,matched
UKBB-EFO,UKBB-EFO::189,189,Diseases of spleen,Diseases of spleen,5f9mE5jr2t,Diseases of spleen,Diseases of spleen,EFO:0009002,EFO:0009002,EFO:0009002,EFO:0009002,EFO:0009002,mapped,Same,Same,Same,Same,matched
UKBB-EFO,UKBB-EFO::190,190,Typhus fever,Typhus fever,FR38zELDGb,Typhus fever,Typhus fever,EFO:0009117,EFO:0009117,EFO:0009117,EFO:0009117,EFO:0009117,mapped,Same,Same,Same,Same,matched
UKBB-EFO,UKBB-EFO::191,191,Other diseases of intestine,Other diseases of intestine,AgyqJm9AKB,Other diseases of intestine,Other diseases of intestine,EFO:0009431,EFO:0009431,EFO:0009431,EFO:0009431,EFO:0009431,mapped,Same,Same,Same,Same,matched
UKBB-EFO,UKBB-EFO::192,192,Fibroblastic disorders,Fibroblastic disorders,PvdcEKUxH3,Fibroblastic disorders,Fibroblastic disorders,EFO:0009432,EFO:0009432,EFO:0009432,EFO:0009432,EFO:0009432,mapped,Same,Same,Same,Same,matched
UKBB-EFO,UKBB-EFO::193,193,Unspecified acute lower respiratory infection,Unspecified acute lower respiratory infection,hcZ7JXFj8t,Unspecified acute lower respiratory infection,Unspecified acute lower respiratory infection,EFO:0009433,EFO:0009433,EFO:0009433,MONDO:0024355,HP:0002783,mapped,Sibling,Unrelated,Sibling,Unrelated,matched
UKBB-EFO,UKBB-EFO::194,194,Other ill defined and unspecified causes of mortality,Other ill defined and unspecified causes of mortality,DozJ6hkBUP,Other ill defined and unspecified causes of mortality,Other ill defined and unspecified causes of mortality,EFO:0009434,EFO:0009434,EFO:0009434,EFO:0030051,EFO:0004352,mapped,Unrelated,Unrelated,Unrelated,Unrelated,matched
UKBB-EFO,UKBB-EFO::195,195,Cystitis,Cystitis,LjMt2MwcJ6,Cystitis,Cystitis,EFO:1000025,EFO:1000025,EFO:1000025,EFO:1000025,EFO:1000025,mapped,Same,Same,Same,Same,matched
UKBB-EFO,UKBB-EFO::196,196,Lactose intolerance,Lactose intolerance,cg9GRrFivn,Lactose intolerance,Lactose intolerance,EFO:1000062,EFO:1000062,EFO:1000062,EFO:1000062,EFO:1000062,mapped,Same,Same,Same,Same,matched
UKBB-EFO,UKBB-EFO::197,197,Thyroiditis,Thyroiditis,nnjqbQgpVV,Thyroiditis,Thyroiditis,EFO:1000627,EFO:1000627,EFO:1000627,MONDO:0004126,MONDO:0004126,mapped,More Specific,More Specific,More Specific,More Specific,matched
